hpo_id	hpo_name	ncbi_gene_id	gene_symbol	disease_id
HP:0000007	Autosomal recessive inheritance	3340	NDST1	OMIM:616116
HP:0000007	Autosomal recessive inheritance	284184	NDUFAF8	OMIM:618776
HP:0000007	Autosomal recessive inheritance	11081	KERA	OMIM:217300
HP:0000007	Autosomal recessive inheritance	79659	DYNC2H1	OMIM:613091
HP:0000007	Autosomal recessive inheritance	11285	B4GALT7	OMIM:130070
HP:0000007	Autosomal recessive inheritance	5146	PDE6C	OMIM:613093
HP:0000007	Autosomal recessive inheritance	5314	PKHD1	OMIM:263200
HP:0000007	Autosomal recessive inheritance	152110	NEK10	OMIM:618781
HP:0000007	Autosomal recessive inheritance	51633	OTUD6B	OMIM:617452
HP:0000007	Autosomal recessive inheritance	55280	CWF19L1	OMIM:616127
HP:0000007	Autosomal recessive inheritance	9636	ISG15	OMIM:616126
HP:0000007	Autosomal recessive inheritance	144811	LACC1	OMIM:618795
HP:0000007	Autosomal recessive inheritance	253959	RALGAPA1	OMIM:618797
HP:0000007	Autosomal recessive inheritance	7358	UGDH	OMIM:618792
HP:0000007	Autosomal recessive inheritance	163175	LGI4	OMIM:617468
HP:0000007	Autosomal recessive inheritance	200424	TET3	OMIM:618798
HP:0000007	Autosomal recessive inheritance	79728	PALB2	OMIM:610832
HP:0000007	Autosomal recessive inheritance	487	ATP2A1	OMIM:601003
HP:0000007	Autosomal recessive inheritance	3861	KRT14	OMIM:601001
HP:0000007	Autosomal recessive inheritance	5917	RARS1	OMIM:616140
HP:0000007	Autosomal recessive inheritance	23483	TGDS	OMIM:616145
HP:0000007	Autosomal recessive inheritance	2395	FXN	OMIM:229300
HP:0000007	Autosomal recessive inheritance	6603	SMARCD2	OMIM:617475
HP:0000007	Autosomal recessive inheritance	54916	TMEM260	OMIM:617478
HP:0000007	Autosomal recessive inheritance	79648	MCPH1	OMIM:251200
HP:0000007	Autosomal recessive inheritance	58497	PRUNE1	OMIM:617481
HP:0000007	Autosomal recessive inheritance	84188	FAR1	OMIM:616154
HP:0000007	Autosomal recessive inheritance	3000	GUCY2D	OMIM:204000
HP:0000007	Autosomal recessive inheritance	3000	GUCY2D	OMIM:601777
HP:0000007	Autosomal recessive inheritance	3000	GUCY2D	OMIM:618555
HP:0000007	Autosomal recessive inheritance	51314	NME8	OMIM:610852
HP:0000007	Autosomal recessive inheritance	4921	DDR2	OMIM:271665
HP:0000007	Autosomal recessive inheritance	56203	LMOD3	OMIM:616165
HP:0000007	Autosomal recessive inheritance	3081	HGD	OMIM:203500
HP:0000007	Autosomal recessive inheritance	7038	TG	OMIM:274700
HP:0000007	Autosomal recessive inheritance	10733	PLK4	OMIM:616171
HP:0000007	Autosomal recessive inheritance	5148	PDE6G	OMIM:268000
HP:0000007	Autosomal recessive inheritance	5148	PDE6G	OMIM:613582
HP:0000007	Autosomal recessive inheritance	1259	CNGA1	OMIM:268000
HP:0000007	Autosomal recessive inheritance	1259	CNGA1	OMIM:613756
HP:0000007	Autosomal recessive inheritance	1406	CRX	OMIM:268000
HP:0000007	Autosomal recessive inheritance	1406	CRX	OMIM:613829
HP:0000007	Autosomal recessive inheritance	55243	KIRREL1	OMIM:619201
HP:0000007	Autosomal recessive inheritance	317761	C14orf39	OMIM:619202
HP:0000007	Autosomal recessive inheritance	317761	C14orf39	OMIM:619203
HP:0000007	Autosomal recessive inheritance	11277	TREX1	OMIM:225750
HP:0000007	Autosomal recessive inheritance	5568	PRKACG	OMIM:616176
HP:0000007	Autosomal recessive inheritance	64065	PERP	OMIM:619209
HP:0000007	Autosomal recessive inheritance	4010	LMX1B	OMIM:256020
HP:0000007	Autosomal recessive inheritance	7007	TECTA	OMIM:603629
HP:0000007	Autosomal recessive inheritance	254394	MCM9	OMIM:616185
HP:0000007	Autosomal recessive inheritance	57007	ACKR3	OMIM:619215
HP:0000007	Autosomal recessive inheritance	7275	TUB	OMIM:616188
HP:0000007	Autosomal recessive inheritance	64856	VWA1	OMIM:619216
HP:0000007	Autosomal recessive inheritance	439	GET3	OMIM:620203
HP:0000007	Autosomal recessive inheritance	2019	EN1	OMIM:619218
HP:0000007	Autosomal recessive inheritance	1675	CFD	OMIM:613912
HP:0000007	Autosomal recessive inheritance	819	CAMLG	OMIM:620201
HP:0000007	Autosomal recessive inheritance	51608	GET4	OMIM:620200
HP:0000007	Autosomal recessive inheritance	3735	KARS1	OMIM:613916
HP:0000007	Autosomal recessive inheritance	3735	KARS1	OMIM:619196
HP:0000007	Autosomal recessive inheritance	3735	KARS1	OMIM:619147
HP:0000007	Autosomal recessive inheritance	3735	KARS1	OMIM:613641
HP:0000007	Autosomal recessive inheritance	56776	FMN2	OMIM:616193
HP:0000007	Autosomal recessive inheritance	5611	DNAJC3	OMIM:616192
HP:0000007	Autosomal recessive inheritance	6390	SDHB	OMIM:619224
HP:0000007	Autosomal recessive inheritance	1830	DSG3	OMIM:619226
HP:0000007	Autosomal recessive inheritance	7174	TPP2	OMIM:619220
HP:0000007	Autosomal recessive inheritance	58472	SQOR	OMIM:619221
HP:0000007	Autosomal recessive inheritance	2992	GYG1	OMIM:616199
HP:0000007	Autosomal recessive inheritance	2992	GYG1	OMIM:613507
HP:0000007	Autosomal recessive inheritance	84705	GTPBP3	OMIM:616198
HP:0000007	Autosomal recessive inheritance	9049	AIP	OMIM:219090
HP:0000007	Autosomal recessive inheritance	9101	USP8	OMIM:219090
HP:0000007	Autosomal recessive inheritance	6297	SALL2	OMIM:216820
HP:0000007	Autosomal recessive inheritance	220296	HEPACAM	OMIM:613925
HP:0000007	Autosomal recessive inheritance	220296	HEPACAM	OMIM:604004
HP:0000007	Autosomal recessive inheritance	8883	NAE1	OMIM:620210
HP:0000007	Autosomal recessive inheritance	55186	SLC25A36	OMIM:620211
HP:0000007	Autosomal recessive inheritance	9563	H6PD	OMIM:604931
HP:0000007	Autosomal recessive inheritance	84265	POLR3GL	OMIM:619234
HP:0000007	Autosomal recessive inheritance	4158	MC2R	OMIM:202200
HP:0000007	Autosomal recessive inheritance	2155	F7	OMIM:227500
HP:0000007	Autosomal recessive inheritance	570	BAAT	OMIM:619232
HP:0000007	Autosomal recessive inheritance	4070	TACSTD2	OMIM:204870
HP:0000007	Autosomal recessive inheritance	920	CD4	OMIM:619238
HP:0000007	Autosomal recessive inheritance	435	ASL	OMIM:207900
HP:0000007	Autosomal recessive inheritance	6608	SMO	OMIM:241800
HP:0000007	Autosomal recessive inheritance	31	ACACA	OMIM:613933
HP:0000007	Autosomal recessive inheritance	3248	HPGD	OMIM:259100
HP:0000007	Autosomal recessive inheritance	3248	HPGD	OMIM:119900
HP:0000007	Autosomal recessive inheritance	286	ANK1	OMIM:182900
HP:0000007	Autosomal recessive inheritance	1041	CDSN	OMIM:270300
HP:0000007	Autosomal recessive inheritance	493856	CISD2	OMIM:604928
HP:0000007	Autosomal recessive inheritance	11077	HSF2BP	OMIM:619245
HP:0000007	Autosomal recessive inheritance	55640	FLVCR2	OMIM:225790
HP:0000007	Autosomal recessive inheritance	91875	TTC5	OMIM:619244
HP:0000007	Autosomal recessive inheritance	100127206	MINAR2	OMIM:620238
HP:0000007	Autosomal recessive inheritance	643418	LIPN	OMIM:613943
HP:0000007	Autosomal recessive inheritance	54800	KLHL24	OMIM:620236
HP:0000007	Autosomal recessive inheritance	5625	PRODH	OMIM:239500
HP:0000007	Autosomal recessive inheritance	84033	OBSCN	OMIM:620235
HP:0000007	Autosomal recessive inheritance	10551	AGR2	OMIM:620233
HP:0000007	Autosomal recessive inheritance	60386	SLC25A19	OMIM:607196
HP:0000007	Autosomal recessive inheritance	60386	SLC25A19	OMIM:613710
HP:0000007	Autosomal recessive inheritance	10436	EMG1	OMIM:211180
HP:0000007	Autosomal recessive inheritance	1497	CTNS	OMIM:219900
HP:0000007	Autosomal recessive inheritance	1497	CTNS	OMIM:219800
HP:0000007	Autosomal recessive inheritance	1497	CTNS	OMIM:219750
HP:0000007	Autosomal recessive inheritance	6554	SLC10A1	OMIM:619256
HP:0000007	Autosomal recessive inheritance	284382	ACTL9	OMIM:619258
HP:0000007	Autosomal recessive inheritance	1315	COPB1	OMIM:619255
HP:0000007	Autosomal recessive inheritance	84464	SLX4	OMIM:613951
HP:0000007	Autosomal recessive inheritance	23765	IL17RA	OMIM:613953
HP:0000007	Autosomal recessive inheritance	779	CACNA1S	OMIM:620246
HP:0000007	Autosomal recessive inheritance	283417	DPY19L2	OMIM:613958
HP:0000007	Autosomal recessive inheritance	55901	THSD1	OMIM:620244
HP:0000007	Autosomal recessive inheritance	10079	ATP9A	OMIM:620242
HP:0000007	Autosomal recessive inheritance	2801	GOLGA2	OMIM:620240
HP:0000007	Autosomal recessive inheritance	64802	NMNAT1	OMIM:619260
HP:0000007	Autosomal recessive inheritance	64802	NMNAT1	OMIM:608553
HP:0000007	Autosomal recessive inheritance	3690	ITGB3	OMIM:619267
HP:0000007	Autosomal recessive inheritance	1893	ECM1	OMIM:247100
HP:0000007	Autosomal recessive inheritance	55181	SMG8	OMIM:619268
HP:0000007	Autosomal recessive inheritance	8516	ITGA8	OMIM:191830
HP:0000007	Autosomal recessive inheritance	375056	MIA3	OMIM:619269
HP:0000007	Autosomal recessive inheritance	23500	DAAM2	OMIM:619263
HP:0000007	Autosomal recessive inheritance	284361	EMC10	OMIM:619264
HP:0000007	Autosomal recessive inheritance	4689	NCF4	OMIM:613960
HP:0000007	Autosomal recessive inheritance	203	AK1	OMIM:612631
HP:0000007	Autosomal recessive inheritance	10749	KIF1C	OMIM:611302
HP:0000007	Autosomal recessive inheritance	5696	PSMB8	OMIM:256040
HP:0000007	Autosomal recessive inheritance	283450	HECTD4	OMIM:620250
HP:0000007	Autosomal recessive inheritance	5138	PDE2A	OMIM:619150
HP:0000007	Autosomal recessive inheritance	6770	STAR	OMIM:201710
HP:0000007	Autosomal recessive inheritance	9722	NOS1AP	OMIM:619155
HP:0000007	Autosomal recessive inheritance	1593	CYP27A1	OMIM:213700
HP:0000007	Autosomal recessive inheritance	781	CACNA2D1	OMIM:620149
HP:0000007	Autosomal recessive inheritance	857	CAV1	OMIM:612526
HP:0000007	Autosomal recessive inheritance	2780	GNAT2	OMIM:613856
HP:0000007	Autosomal recessive inheritance	80144	FRAS1	OMIM:219000
HP:0000007	Autosomal recessive inheritance	9313	MMP20	OMIM:612529
HP:0000007	Autosomal recessive inheritance	3858	KRT10	OMIM:620150
HP:0000007	Autosomal recessive inheritance	23149	FCHO1	OMIM:619164
HP:0000007	Autosomal recessive inheritance	1638	DCT	OMIM:619165
HP:0000007	Autosomal recessive inheritance	644096	SDHAF1	OMIM:619166
HP:0000007	Autosomal recessive inheritance	6392	SDHD	OMIM:619167
HP:0000007	Autosomal recessive inheritance	8547	FCN3	OMIM:613860
HP:0000007	Autosomal recessive inheritance	10461	MERTK	OMIM:613862
HP:0000007	Autosomal recessive inheritance	79947	DHDDS	OMIM:613861
HP:0000007	Autosomal recessive inheritance	841	CASP8	OMIM:607271
HP:0000007	Autosomal recessive inheritance	375611	SLC26A5	OMIM:613865
HP:0000007	Autosomal recessive inheritance	1410	CRYAB	OMIM:613869
HP:0000007	Autosomal recessive inheritance	1410	CRYAB	OMIM:613763
HP:0000007	Autosomal recessive inheritance	26153	KIF26A	OMIM:620156
HP:0000007	Autosomal recessive inheritance	9382	COG1	OMIM:611209
HP:0000007	Autosomal recessive inheritance	338657	CENATAC	OMIM:620153
HP:0000007	Autosomal recessive inheritance	678	ZFP36L2	OMIM:620154
HP:0000007	Autosomal recessive inheritance	63915	BLOC1S5	OMIM:619172
HP:0000007	Autosomal recessive inheritance	645104	CLRN2	OMIM:619174
HP:0000007	Autosomal recessive inheritance	4718	NDUFC2	OMIM:619170
HP:0000007	Autosomal recessive inheritance	5699	PSMB10	OMIM:619175
HP:0000007	Autosomal recessive inheritance	283677	REC114	OMIM:619176
HP:0000007	Autosomal recessive inheritance	89876	CFAP91	OMIM:619177
HP:0000007	Autosomal recessive inheritance	1272	CNTN1	OMIM:612540
HP:0000007	Autosomal recessive inheritance	92579	G6PC3	OMIM:612541
HP:0000007	Autosomal recessive inheritance	1801	DPH1	OMIM:616901
HP:0000007	Autosomal recessive inheritance	93627	TBCK	OMIM:616900
HP:0000007	Autosomal recessive inheritance	9570	GOSR2	OMIM:620166
HP:0000007	Autosomal recessive inheritance	9570	GOSR2	OMIM:614018
HP:0000007	Autosomal recessive inheritance	54675	CRLS1	OMIM:620167
HP:0000007	Autosomal recessive inheritance	823	CAPN1	OMIM:616907
HP:0000007	Autosomal recessive inheritance	10555	AGPAT2	OMIM:608594
HP:0000007	Autosomal recessive inheritance	5313	PKLR	OMIM:266200
HP:0000007	Autosomal recessive inheritance	56984	PSMG2	OMIM:619183
HP:0000007	Autosomal recessive inheritance	222663	SCUBE3	OMIM:619184
HP:0000007	Autosomal recessive inheritance	80726	IQCN	OMIM:620170
HP:0000007	Autosomal recessive inheritance	23116	TOGARAM1	OMIM:619185
HP:0000007	Autosomal recessive inheritance	51371	POMP	OMIM:601952
HP:0000007	Autosomal recessive inheritance	6687	SPG7	OMIM:607259
HP:0000007	Autosomal recessive inheritance	8557	TCAP	OMIM:601954
HP:0000007	Autosomal recessive inheritance	6999	TDO2	OMIM:600627
HP:0000007	Autosomal recessive inheritance	55148	UBR7	OMIM:619189
HP:0000007	Autosomal recessive inheritance	55775	TDP1	OMIM:607250
HP:0000007	Autosomal recessive inheritance	2492	FSHR	OMIM:233300
HP:0000007	Autosomal recessive inheritance	23545	ATP6V0A2	OMIM:278250
HP:0000007	Autosomal recessive inheritance	23545	ATP6V0A2	OMIM:219200
HP:0000007	Autosomal recessive inheritance	79867	TCTN2	OMIM:613885
HP:0000007	Autosomal recessive inheritance	79867	TCTN2	OMIM:616654
HP:0000007	Autosomal recessive inheritance	3070	HELLS	OMIM:616911
HP:0000007	Autosomal recessive inheritance	11160	ERLIN2	OMIM:611225
HP:0000007	Autosomal recessive inheritance	83879	CDCA7	OMIM:616910
HP:0000007	Autosomal recessive inheritance	23424	TDRD7	OMIM:613887
HP:0000007	Autosomal recessive inheritance	54872	PIGG	OMIM:616917
HP:0000007	Autosomal recessive inheritance	79669	C3orf52	OMIM:620177
HP:0000007	Autosomal recessive inheritance	699	BUB1	OMIM:620183
HP:0000007	Autosomal recessive inheritance	9653	HS2ST1	OMIM:619194
HP:0000007	Autosomal recessive inheritance	84138	SLC7A6OS	OMIM:619191
HP:0000007	Autosomal recessive inheritance	5447	POR	OMIM:201750
HP:0000007	Autosomal recessive inheritance	5447	POR	OMIM:613571
HP:0000007	Autosomal recessive inheritance	56006	SMG9	OMIM:616920
HP:0000007	Autosomal recessive inheritance	56006	SMG9	OMIM:619995
HP:0000007	Autosomal recessive inheritance	10846	PDE10A	OMIM:616921
HP:0000007	Autosomal recessive inheritance	3588	IL10RB	OMIM:612567
HP:0000007	Autosomal recessive inheritance	8379	MAD1L1	OMIM:620189
HP:0000007	Autosomal recessive inheritance	5649	RELN	OMIM:257320
HP:0000007	Autosomal recessive inheritance	55719	SLF2	OMIM:620184
HP:0000007	Autosomal recessive inheritance	23137	SMC5	OMIM:620185
HP:0000007	Autosomal recessive inheritance	10907	TXNL4A	OMIM:608572
HP:0000007	Autosomal recessive inheritance	55343	SLC35C1	OMIM:266265
HP:0000007	Autosomal recessive inheritance	79759	ZNF668	OMIM:620194
HP:0000007	Autosomal recessive inheritance	283209	PGM2L1	OMIM:620191
HP:0000007	Autosomal recessive inheritance	1737	DLAT	OMIM:245348
HP:0000007	Autosomal recessive inheritance	8050	PDHX	OMIM:245349
HP:0000007	Autosomal recessive inheritance	6473	SHOX	OMIM:249700
HP:0000007	Autosomal recessive inheritance	3420	IDH3B	OMIM:612572
HP:0000007	Autosomal recessive inheritance	2512	FTL	OMIM:615604
HP:0000007	Autosomal recessive inheritance	54112	GPR88	OMIM:616939
HP:0000007	Autosomal recessive inheritance	917	CD3G	OMIM:615607
HP:0000007	Autosomal recessive inheritance	84946	LTV1	OMIM:620199
HP:0000007	Autosomal recessive inheritance	2103	ESRRB	OMIM:608565
HP:0000007	Autosomal recessive inheritance	85452	CFAP74	OMIM:620197
HP:0000007	Autosomal recessive inheritance	7234	TRU-TCA1-1	OMIM:620198
HP:0000007	Autosomal recessive inheritance	157855	KCNU1	OMIM:620196
HP:0000007	Autosomal recessive inheritance	3339	HSPG2	OMIM:224410
HP:0000007	Autosomal recessive inheritance	3339	HSPG2	OMIM:255800
HP:0000007	Autosomal recessive inheritance	916	CD3E	OMIM:615615
HP:0000007	Autosomal recessive inheritance	2961	GTF2E2	OMIM:616943
HP:0000007	Autosomal recessive inheritance	51567	TDP2	OMIM:616949
HP:0000007	Autosomal recessive inheritance	200403	VWA3B	OMIM:616948
HP:0000007	Autosomal recessive inheritance	915	CD3D	OMIM:615617
HP:0000007	Autosomal recessive inheritance	93426	SYCE1	OMIM:616947
HP:0000007	Autosomal recessive inheritance	93426	SYCE1	OMIM:616950
HP:0000007	Autosomal recessive inheritance	701	BUB1B	OMIM:257300
HP:0000007	Autosomal recessive inheritance	64788	LMF1	OMIM:246650
HP:0000007	Autosomal recessive inheritance	57560	IFT80	OMIM:611263
HP:0000007	Autosomal recessive inheritance	51308	REEP2	OMIM:615625
HP:0000007	Autosomal recessive inheritance	9894	TELO2	OMIM:616954
HP:0000007	Autosomal recessive inheritance	51095	TRNT1	OMIM:616959
HP:0000007	Autosomal recessive inheritance	51095	TRNT1	OMIM:616084
HP:0000007	Autosomal recessive inheritance	56052	ALG1	OMIM:608540
HP:0000007	Autosomal recessive inheritance	8518	ELP1	OMIM:223900
HP:0000007	Autosomal recessive inheritance	8518	ELP1	OMIM:155255
HP:0000007	Autosomal recessive inheritance	84627	ZNF469	OMIM:229200
HP:0000007	Autosomal recessive inheritance	89891	DYNC2I2	OMIM:615633
HP:0000007	Autosomal recessive inheritance	2584	GALK1	OMIM:230200
HP:0000007	Autosomal recessive inheritance	84529	CDIN1	OMIM:615631
HP:0000007	Autosomal recessive inheritance	132	ADK	OMIM:614300
HP:0000007	Autosomal recessive inheritance	79848	CSPP1	OMIM:615636
HP:0000007	Autosomal recessive inheritance	11133	KPTN	OMIM:615637
HP:0000007	Autosomal recessive inheritance	50506	DUOX2	OMIM:607200
HP:0000007	Autosomal recessive inheritance	23600	AMACR	OMIM:614307
HP:0000007	Autosomal recessive inheritance	23600	AMACR	OMIM:214950
HP:0000007	Autosomal recessive inheritance	79650	USB1	OMIM:604173
HP:0000007	Autosomal recessive inheritance	9150	CTDP1	OMIM:604168
HP:0000007	Autosomal recessive inheritance	9948	WDR1	OMIM:150550
HP:0000007	Autosomal recessive inheritance	3074	HEXB	OMIM:268800
HP:0000007	Autosomal recessive inheritance	27034	ACAD8	OMIM:611283
HP:0000007	Autosomal recessive inheritance	54931	TRMT10C	OMIM:616974
HP:0000007	Autosomal recessive inheritance	7200	TRH	OMIM:275120
HP:0000007	Autosomal recessive inheritance	23732	FRRS1L	OMIM:616981
HP:0000007	Autosomal recessive inheritance	1181	CLCN2	OMIM:615651
HP:0000007	Autosomal recessive inheritance	29893	PSMC3IP	OMIM:614324
HP:0000007	Autosomal recessive inheritance	4358	MPV17	OMIM:256810
HP:0000007	Autosomal recessive inheritance	4358	MPV17	OMIM:618400
HP:0000007	Autosomal recessive inheritance	10342	TFG	OMIM:615658
HP:0000007	Autosomal recessive inheritance	6868	ADAM17	OMIM:614328
HP:0000007	Autosomal recessive inheritance	9378	NRXN1	OMIM:614325
HP:0000007	Autosomal recessive inheritance	84693	MCEE	OMIM:251120
HP:0000007	Autosomal recessive inheritance	3712	IVD	OMIM:243500
HP:0000007	Autosomal recessive inheritance	8647	ABCB11	OMIM:605479
HP:0000007	Autosomal recessive inheritance	8647	ABCB11	OMIM:601847
HP:0000007	Autosomal recessive inheritance	7098	TLR3	OMIM:613002
HP:0000007	Autosomal recessive inheritance	5147	PDE6D	OMIM:615665
HP:0000007	Autosomal recessive inheritance	545	ATR	OMIM:210600
HP:0000007	Autosomal recessive inheritance	128637	TBC1D20	OMIM:615663
HP:0000007	Autosomal recessive inheritance	55969	RAB5IF	OMIM:616994
HP:0000007	Autosomal recessive inheritance	4914	NTRK1	OMIM:256800
HP:0000007	Autosomal recessive inheritance	5406	PNLIP	OMIM:614338
HP:0000007	Autosomal recessive inheritance	326625	MMAB	OMIM:251110
HP:0000007	Autosomal recessive inheritance	84059	ADGRV1	OMIM:605472
HP:0000007	Autosomal recessive inheritance	11078	TRIOBP	OMIM:609823
HP:0000007	Autosomal recessive inheritance	10367	MICU1	OMIM:615673
HP:0000007	Autosomal recessive inheritance	3702	ITK	OMIM:613011
HP:0000007	Autosomal recessive inheritance	55180	LINS1	OMIM:614340
HP:0000007	Autosomal recessive inheritance	1103	CHAT	OMIM:254210
HP:0000007	Autosomal recessive inheritance	189	AGXT	OMIM:259900
HP:0000007	Autosomal recessive inheritance	80152	CENPT	OMIM:618702
HP:0000007	Autosomal recessive inheritance	64805	P2RY12	OMIM:609821
HP:0000007	Autosomal recessive inheritance	3955	LFNG	OMIM:609813
HP:0000007	Autosomal recessive inheritance	953	ENTPD1	OMIM:615683
HP:0000007	Autosomal recessive inheritance	10613	ERLIN1	OMIM:615681
HP:0000007	Autosomal recessive inheritance	23204	ARL6IP1	OMIM:615685
HP:0000007	Autosomal recessive inheritance	5261	PHKG2	OMIM:613027
HP:0000007	Autosomal recessive inheritance	54658	UGT1A1	OMIM:606785
HP:0000007	Autosomal recessive inheritance	54658	UGT1A1	OMIM:218800
HP:0000007	Autosomal recessive inheritance	54658	UGT1A1	OMIM:237900
HP:0000007	Autosomal recessive inheritance	54658	UGT1A1	OMIM:143500
HP:0000007	Autosomal recessive inheritance	84628	NTNG2	OMIM:618718
HP:0000007	Autosomal recessive inheritance	51	ACOX1	OMIM:264470
HP:0000007	Autosomal recessive inheritance	6513	SLC2A1	OMIM:606777
HP:0000007	Autosomal recessive inheritance	204	AK2	OMIM:267500
HP:0000007	Autosomal recessive inheritance	2806	GOT2	OMIM:618721
HP:0000007	Autosomal recessive inheritance	5449	POU1F1	OMIM:613038
HP:0000007	Autosomal recessive inheritance	7473	WNT3	OMIM:273395
HP:0000007	Autosomal recessive inheritance	8086	AAAS	OMIM:231550
HP:0000007	Autosomal recessive inheritance	8139	GAN	OMIM:256850
HP:0000007	Autosomal recessive inheritance	1439	CSF2RB	OMIM:614370
HP:0000007	Autosomal recessive inheritance	51075	TMX2	OMIM:618730
HP:0000007	Autosomal recessive inheritance	57647	DHX37	OMIM:618731
HP:0000007	Autosomal recessive inheritance	22948	CCT5	OMIM:256840
HP:0000007	Autosomal recessive inheritance	51763	INPP5K	OMIM:617404
HP:0000007	Autosomal recessive inheritance	10844	TUBGCP2	OMIM:618737
HP:0000007	Autosomal recessive inheritance	523	ATP6V1A	OMIM:617403
HP:0000007	Autosomal recessive inheritance	529	ATP6V1E1	OMIM:617402
HP:0000007	Autosomal recessive inheritance	255758	DYNLT2B	OMIM:617405
HP:0000007	Autosomal recessive inheritance	9381	OTOF	OMIM:601071
HP:0000007	Autosomal recessive inheritance	64699	TMPRSS3	OMIM:601072
HP:0000007	Autosomal recessive inheritance	352909	DNAAF3	OMIM:606763
HP:0000007	Autosomal recessive inheritance	7252	TSHB	OMIM:275100
HP:0000007	Autosomal recessive inheritance	3551	IKBKB	OMIM:615592
HP:0000007	Autosomal recessive inheritance	10617	STAMBP	OMIM:614261
HP:0000007	Autosomal recessive inheritance	57128	LYRM4	OMIM:615595
HP:0000007	Autosomal recessive inheritance	197322	ACSF3	OMIM:614265
HP:0000007	Autosomal recessive inheritance	3703	STT3A	OMIM:615596
HP:0000007	Autosomal recessive inheritance	7293	TNFRSF4	OMIM:615593
HP:0000007	Autosomal recessive inheritance	6873	TAF2	OMIM:615599
HP:0000007	Autosomal recessive inheritance	1000	CDH2	OMIM:619957
HP:0000007	Autosomal recessive inheritance	201595	STT3B	OMIM:615597
HP:0000007	Autosomal recessive inheritance	8710	SERPINB7	OMIM:615598
HP:0000007	Autosomal recessive inheritance	26873	OPLAH	OMIM:260005
HP:0000007	Autosomal recessive inheritance	55627	SMPD4	OMIM:618622
HP:0000007	Autosomal recessive inheritance	23417	MLYCD	OMIM:248360
HP:0000007	Autosomal recessive inheritance	5361	PLXNA1	OMIM:619955
HP:0000007	Autosomal recessive inheritance	64682	ANAPC1	OMIM:618625
HP:0000007	Autosomal recessive inheritance	5830	PEX5	OMIM:214110
HP:0000007	Autosomal recessive inheritance	5830	PEX5	OMIM:616716
HP:0000007	Autosomal recessive inheritance	5830	PEX5	OMIM:202370
HP:0000007	Autosomal recessive inheritance	1131	CHRM3	OMIM:100100
HP:0000007	Autosomal recessive inheritance	64094	SMOC2	OMIM:125400
HP:0000007	Autosomal recessive inheritance	9380	GRHPR	OMIM:260000
HP:0000007	Autosomal recessive inheritance	6536	SLC6A9	OMIM:617301
HP:0000007	Autosomal recessive inheritance	1646	AKR1C2	OMIM:614279
HP:0000007	Autosomal recessive inheritance	1109	AKR1C4	OMIM:614279
HP:0000007	Autosomal recessive inheritance	92840	REEP6	OMIM:617304
HP:0000007	Autosomal recessive inheritance	65082	VPS33A	OMIM:617303
HP:0000007	Autosomal recessive inheritance	7941	PLA2G7	OMIM:614278
HP:0000007	Autosomal recessive inheritance	10730	YME1L1	OMIM:617302
HP:0000007	Autosomal recessive inheritance	8309	ACOX2	OMIM:617308
HP:0000007	Autosomal recessive inheritance	128486	FITM2	OMIM:618635
HP:0000007	Autosomal recessive inheritance	57156	TMEM63C	OMIM:619966
HP:0000007	Autosomal recessive inheritance	4286	MITF	OMIM:617306
HP:0000007	Autosomal recessive inheritance	9200	HACD1	OMIM:619967
HP:0000007	Autosomal recessive inheritance	7486	WRN	OMIM:277700
HP:0000007	Autosomal recessive inheritance	5189	PEX1	OMIM:214100
HP:0000007	Autosomal recessive inheritance	5189	PEX1	OMIM:234580
HP:0000007	Autosomal recessive inheritance	5189	PEX1	OMIM:601539
HP:0000007	Autosomal recessive inheritance	55034	MOCOS	OMIM:603592
HP:0000007	Autosomal recessive inheritance	10559	SLC35A1	OMIM:603585
HP:0000007	Autosomal recessive inheritance	54	ACP5	OMIM:607944
HP:0000007	Autosomal recessive inheritance	535	ATP6V0A1	OMIM:619971
HP:0000007	Autosomal recessive inheritance	60561	RINT1	OMIM:618641
HP:0000007	Autosomal recessive inheritance	129685	TAF8	OMIM:619972
HP:0000007	Autosomal recessive inheritance	10584	COLEC10	OMIM:248340
HP:0000007	Autosomal recessive inheritance	8632	DNAH17	OMIM:618643
HP:0000007	Autosomal recessive inheritance	1298	COL9A2	OMIM:614284
HP:0000007	Autosomal recessive inheritance	10379	IRF9	OMIM:618648
HP:0000007	Autosomal recessive inheritance	23184	MESD	OMIM:618644
HP:0000007	Autosomal recessive inheritance	27151	CPAMD8	OMIM:617319
HP:0000007	Autosomal recessive inheritance	170825	GSX2	OMIM:618646
HP:0000007	Autosomal recessive inheritance	6445	SGCG	OMIM:253700
HP:0000007	Autosomal recessive inheritance	1475	CSTA	OMIM:607936
HP:0000007	Autosomal recessive inheritance	154288	KHDC3L	OMIM:614293
HP:0000007	Autosomal recessive inheritance	22872	SEC31A	OMIM:618651
HP:0000007	Autosomal recessive inheritance	283987	HID1	OMIM:619983
HP:0000007	Autosomal recessive inheritance	55214	P3H2	OMIM:614292
HP:0000007	Autosomal recessive inheritance	497661	C18orf32	OMIM:619985
HP:0000007	Autosomal recessive inheritance	3612	IMPA1	OMIM:617323
HP:0000007	Autosomal recessive inheritance	56992	KIF15	OMIM:619981
HP:0000007	Autosomal recessive inheritance	23581	CASP14	OMIM:617320
HP:0000007	Autosomal recessive inheritance	388962	BOLA3	OMIM:614299
